dataset,relative_path,video_sha256,status,error,replay_selected,replay_status,replay_video,link2_status,link2_error,link2_depth_strategy,link2_depth_valid_frame_count,link2_depth_interpolated_frame_count,link2_depth_interpolated_frame_fraction,link2_depth_total_frame_count,link2_pdi_score,link2_grade,link2_scale_component,link2_trajectory_component,link2_rigidity_component,link2_vanishing_point_component,link2_sam3_tracked_fraction,link3_status,link3_error,link3_depth_strategy,link3_depth_valid_frame_count,link3_depth_interpolated_frame_count,link3_depth_interpolated_frame_fraction,link3_depth_total_frame_count,link3_pdi_score,link3_grade,link3_scale_component,link3_trajectory_component,link3_rigidity_component,link3_vanishing_point_component,link3_sam3_tracked_fraction,link4_status,link4_error,link4_depth_strategy,link4_depth_valid_frame_count,link4_depth_interpolated_frame_count,link4_depth_interpolated_frame_fraction,link4_depth_total_frame_count,link4_pdi_score,link4_grade,link4_scale_component,link4_trajectory_component,link4_rigidity_component,link4_vanishing_point_component,link4_sam3_tracked_fraction,link5_status,link5_error,link5_depth_strategy,link5_depth_valid_frame_count,link5_depth_interpolated_frame_count,link5_depth_interpolated_frame_fraction,link5_depth_total_frame_count,link5_pdi_score,link5_grade,link5_scale_component,link5_trajectory_component,link5_rigidity_component,link5_vanishing_point_component,link5_sam3_tracked_fraction,link6_status,link6_error,link6_depth_strategy,link6_depth_valid_frame_count,link6_depth_interpolated_frame_count,link6_depth_interpolated_frame_fraction,link6_depth_total_frame_count,link6_pdi_score,link6_grade,link6_scale_component,link6_trajectory_component,link6_rigidity_component,link6_vanishing_point_component,link6_sam3_tracked_fraction,link7_status,link7_error,link7_depth_strategy,link7_depth_valid_frame_count,link7_depth_interpolated_frame_count,link7_depth_interpolated_frame_fraction,link7_depth_total_frame_count,link7_pdi_score,link7_grade,link7_scale_component,link7_trajectory_component,link7_rigidity_component,link7_vanishing_point_component,link7_sam3_tracked_fraction,geometry_seconds,query_preparation_seconds,tracker_load_seconds,exact_group_model_seconds,exact_group_total_tracking_seconds,peak_gpu_memory_bytes,total_seconds
COSMOS3,0035.mp4,e04d4e2ee440fcdf880dfbdb40e6199682a0c11c12c4671473a306e61fe89c66,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0809,A (Physical Realism) - physically consistent and tight,0.0135,0.1793,0.0188,0.1188,1.0,complete,,direct,189,0,0.0,189,0.2279,B (Minor Jitter) - slight geometric jitter,0.2983,0.2631,0.0166,0.3795,1.0,complete,,direct,189,0,0.0,189,0.1566,B (Minor Jitter) - slight geometric jitter,0.1022,0.2673,0.0437,0.5148,1.0,complete,,direct,189,0,0.0,189,0.2511,B (Minor Jitter) - slight geometric jitter,0.3848,0.2385,0.0089,0.6168,1.0,complete,,direct,189,0,0.0,189,0.1614,B (Minor Jitter) - slight geometric jitter,0.1967,0.1746,0.0642,0.6096,1.0,complete,,direct,189,0,0.0,189,0.1522,B (Minor Jitter) - slight geometric jitter,0.1473,0.2178,0.031,0.6593,1.0,751.1821057240013,2.292628599971067,1.289568019041326,8.373096798022743,8.39509128703503,11603748352,775.389575720008
COSMOS3,0036.mp4,b7cc8639253e29f41cefbd0427672cb7f1af5c49c59ad7d70473fbb505edcef8,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.2048,B (Minor Jitter) - slight geometric jitter,0.238,0.2661,0.0157,0.1196,1.0,complete,,direct,189,0,0.0,189,0.185,B (Minor Jitter) - slight geometric jitter,0.2136,0.2431,0.0115,0.3604,1.0,complete,,direct,189,0,0.0,189,0.1525,B (Minor Jitter) - slight geometric jitter,0.11,0.2542,0.0344,0.4603,1.0,complete,,direct,189,0,0.0,189,0.303,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.428,0.3238,0.0114,0.5213,1.0,complete,,direct,189,0,0.0,189,0.1966,B (Minor Jitter) - slight geometric jitter,0.3169,0.1702,0.0086,0.0,1.0,complete,,direct,189,0,0.0,189,0.1691,B (Minor Jitter) - slight geometric jitter,0.1565,0.2396,0.0532,0.0436,1.0,757.1746571679832,2.229147396981716,0.9778177929692902,15.243599176988937,15.27174074202776,11603748352,789.5512193120085
COSMOS3,0037.mp4,f2bee8af9bcefdd24023463eaf8bfc59a513834a58963db83848b35ce78f03ea,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0864,A (Physical Realism) - physically consistent and tight,0.0395,0.1706,0.0118,0.2071,1.0,complete,,direct,189,0,0.0,189,0.2089,B (Minor Jitter) - slight geometric jitter,0.2696,0.2466,0.0121,0.3218,1.0,complete,,direct,189,0,0.0,189,0.1615,B (Minor Jitter) - slight geometric jitter,0.1104,0.2696,0.0473,0.5101,1.0,complete,,direct,189,0,0.0,189,0.2492,B (Minor Jitter) - slight geometric jitter,0.3299,0.2874,0.0115,1.0,1.0,complete,,direct,189,0,0.0,189,0.251,B (Minor Jitter) - slight geometric jitter,0.3961,0.2072,0.0485,0.712,1.0,complete,,direct,189,0,0.0,189,0.2196,B (Minor Jitter) - slight geometric jitter,0.216,0.2443,0.1775,0.7895,1.0,744.5430016309838,2.292281283007469,1.170152855978813,8.330241864954587,8.353215402923524,11603748352,768.2340082979645
COSMOS3,0038.mp4,14a2414cce62da27a1c49694eefc50fe7d546770dd03430be42397d18b3f0877,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0847,A (Physical Realism) - physically consistent and tight,0.0283,0.1715,0.024,0.1534,1.0,complete,,direct,189,0,0.0,189,0.2194,B (Minor Jitter) - slight geometric jitter,0.2707,0.2691,0.0175,0.3912,1.0,complete,,direct,189,0,0.0,189,0.1318,B (Minor Jitter) - slight geometric jitter,0.0479,0.2701,0.0227,0.5466,1.0,complete,,direct,189,0,0.0,189,0.3715,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.601,0.3181,0.0194,0.844,1.0,complete,,direct,189,0,0.0,189,0.1986,B (Minor Jitter) - slight geometric jitter,0.1711,0.3159,0.0189,0.9819,1.0,complete,,direct,189,0,0.0,189,0.1866,B (Minor Jitter) - slight geometric jitter,0.103,0.2923,0.1421,0.9364,1.0,751.6566352840164,2.3534724750206806,0.9779771969770081,6.386736080981791,6.410010476014577,11603748352,773.2135906820185
COSMOS3,0039.mp4,39542408b69cd6a743ad8f8f9dceb1d87ed50aadf05c4cb4c826de26da05125d,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0794,A (Physical Realism) - physically consistent and tight,0.0151,0.1739,0.0192,0.0141,1.0,complete,,direct,189,0,0.0,189,0.1804,B (Minor Jitter) - slight geometric jitter,0.2496,0.1949,0.0128,0.1937,1.0,complete,,direct,189,0,0.0,189,0.1163,B (Minor Jitter) - slight geometric jitter,0.0514,0.2291,0.0204,0.3354,1.0,complete,,direct,189,0,0.0,189,0.2827,B (Minor Jitter) - slight geometric jitter,0.4359,0.2622,0.0173,0.9989,1.0,complete,,direct,189,0,0.0,189,0.2114,B (Minor Jitter) - slight geometric jitter,0.2625,0.2467,0.0384,0.5692,1.0,complete,,direct,189,0,0.0,189,0.2194,B (Minor Jitter) - slight geometric jitter,0.2654,0.2466,0.0728,0.1432,1.0,736.4170624740073,2.2654898969922215,1.1161100970348343,8.306474346027244,8.329355727997608,11603748352,761.4056627840037
COSMOS3,0040.mp4,0f2dbf28db016686db2f1deb043c025f2a6fa0507291d516d4a54fbc13f41aa9,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0773,A (Physical Realism) - physically consistent and tight,0.017,0.1698,0.0129,0.0571,1.0,complete,,direct,189,0,0.0,189,0.1961,B (Minor Jitter) - slight geometric jitter,0.2026,0.2798,0.0159,0.2918,1.0,complete,,direct,189,0,0.0,189,0.349,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.6981,0.17,0.0089,0.38,1.0,complete,,direct,189,0,0.0,189,0.3125,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.437,0.3357,0.0171,0.305,1.0,complete,,direct,189,0,0.0,189,0.1657,B (Minor Jitter) - slight geometric jitter,0.2086,0.1828,0.0455,0.0,1.0,complete,,direct,189,0,0.0,189,0.2097,B (Minor Jitter) - slight geometric jitter,0.2819,0.2206,0.0434,0.1276,1.0,759.824914591969,2.233834045007825,0.9854719109716825,4.342326557962224,4.364091498951893,11603748352,779.7725795889855
COSMOS3,0041.mp4,aa492bae048d5afae772f37b9a65bfbd24f4f9caba3a8c81e906d2fa8eaf24e8,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0827,A (Physical Realism) - physically consistent and tight,0.0125,0.1884,0.012,0.0764,1.0,complete,,direct,189,0,0.0,189,0.2224,B (Minor Jitter) - slight geometric jitter,0.291,0.2571,0.0156,0.284,1.0,complete,,direct,189,0,0.0,189,0.1237,B (Minor Jitter) - slight geometric jitter,0.0204,0.2816,0.0146,0.3978,1.0,complete,,direct,189,0,0.0,189,0.3173,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.5084,0.2726,0.0246,0.5475,1.0,complete,,direct,189,0,0.0,189,0.1582,B (Minor Jitter) - slight geometric jitter,0.1042,0.2706,0.0413,0.7742,1.0,complete,,direct,189,0,0.0,189,0.2334,B (Minor Jitter) - slight geometric jitter,0.2981,0.2587,0.0536,0.0,1.0,712.0135995119927,2.212954484974034,1.2208551579969935,8.46306848200038,8.485677083022892,11603748352,735.8168068820378
COSMOS3,0042.mp4,38441fdba89edd946b0fffea329c595900112aace473a46225f6bc4eedbc82eb,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0852,A (Physical Realism) - physically consistent and tight,0.0299,0.1744,0.0176,0.0758,1.0,complete,,direct,189,0,0.0,189,0.204,B (Minor Jitter) - slight geometric jitter,0.2137,0.291,0.0106,0.2029,1.0,complete,,direct,189,0,0.0,189,0.324,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4764,0.3148,0.0373,0.3384,1.0,complete,,direct,189,0,0.0,189,0.2197,B (Minor Jitter) - slight geometric jitter,0.2196,0.3167,0.0257,1.0,1.0,complete,,direct,189,0,0.0,189,0.4085,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4879,0.2119,0.643,0.6156,1.0,complete,,direct,189,0,0.0,189,0.4606,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3646,0.2869,1.0,0.796,1.0,770.1444901089999,2.3044067249866202,1.0712663499871269,6.434618945990223,6.461472978990059,11603748352,791.5117695619701
COSMOS3,0043.mp4,245a3625b8eac84419c896237dad50d3db22fccde2c2be7bea487161205892c4,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0767,A (Physical Realism) - physically consistent and tight,0.0101,0.1745,0.0143,0.1594,1.0,complete,,direct,189,0,0.0,189,0.2383,B (Minor Jitter) - slight geometric jitter,0.2965,0.2914,0.0156,0.3979,1.0,complete,,direct,189,0,0.0,189,0.3954,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.6889,0.2623,0.0745,0.5895,1.0,complete,,direct,189,0,0.0,189,0.3329,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4598,0.3638,0.0175,0.5643,1.0,complete,,direct,189,0,0.0,189,0.1627,B (Minor Jitter) - slight geometric jitter,0.1746,0.2231,0.018,0.4389,1.0,complete,,direct,189,0,0.0,189,0.2028,B (Minor Jitter) - slight geometric jitter,0.2717,0.2017,0.0671,0.6522,1.0,715.6067250290071,2.28976302704541,1.1229448289959691,8.329376627050806,8.351869467063807,11603748352,755.2866187340114
COSMOS3,0044.mp4,bbdd826c75888280352ac124b8fc7b046f0d5bf428cedf0a0c2c3c2b5e7a7c41,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.1198,B (Minor Jitter) - slight geometric jitter,0.126,0.1644,0.0185,0.1116,1.0,complete,,direct,189,0,0.0,189,0.2303,B (Minor Jitter) - slight geometric jitter,0.2531,0.3123,0.021,0.3691,1.0,complete,,direct,189,0,0.0,189,0.1445,B (Minor Jitter) - slight geometric jitter,0.0874,0.2567,0.0341,0.4982,1.0,complete,,direct,189,0,0.0,189,0.3575,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3424,0.5452,0.0125,0.9452,1.0,complete,,direct,189,0,0.0,189,0.13,B (Minor Jitter) - slight geometric jitter,0.1216,0.1902,0.0266,0.4949,1.0,complete,,direct,189,0,0.0,189,0.1469,B (Minor Jitter) - slight geometric jitter,0.136,0.2178,0.0268,0.6316,1.0,772.5033789150184,2.2308432210120372,0.9608064070343971,6.414916986017488,6.4409926739754155,11603748352,794.2065097169834
COSMOS3,0045.mp4,c23ff21254c65b5b9b177695d2711eac970f57a4e8584a0edcbca6fd84232aef,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0796,A (Physical Realism) - physically consistent and tight,0.0182,0.1775,0.0068,0.0687,1.0,complete,,direct,189,0,0.0,189,0.1765,B (Minor Jitter) - slight geometric jitter,0.1813,0.2548,0.0106,0.252,1.0,failed,only 27/189 frames have valid target depths; need at least 152,unavailable,27,0,0.0,189,,,,,,,,complete,,direct,189,0,0.0,189,0.2582,B (Minor Jitter) - slight geometric jitter,0.3194,0.2992,0.054,0.2127,1.0,complete,,direct,189,0,0.0,189,0.2341,B (Minor Jitter) - slight geometric jitter,0.281,0.2316,0.1453,0.0,1.0,complete,,direct,189,0,0.0,189,0.2435,B (Minor Jitter) - slight geometric jitter,0.3829,0.1933,0.0652,0.0007,1.0,727.4894981989637,2.3819266769569367,1.1162610559840687,8.320764528005384,8.345657308003865,11603748352,750.1928345460328
COSMOS3,0046.mp4,3ce2f6a78393b634754ae2d4e75f9be53fe9f032a70d82956f83a2d4ee76c50a,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.1556,B (Minor Jitter) - slight geometric jitter,0.1388,0.2406,0.0193,0.1305,1.0,complete,,direct,189,0,0.0,189,0.2275,B (Minor Jitter) - slight geometric jitter,0.3242,0.2384,0.0124,0.3597,1.0,complete,,direct,189,0,0.0,189,0.2171,B (Minor Jitter) - slight geometric jitter,0.3299,0.2063,0.0131,0.9387,1.0,complete,,direct,189,0,0.0,189,0.2887,B (Minor Jitter) - slight geometric jitter,0.418,0.2943,0.0187,0.9255,1.0,complete,,direct,189,0,0.0,189,0.1528,B (Minor Jitter) - slight geometric jitter,0.1098,0.242,0.0605,0.7219,1.0,complete,,direct,189,0,0.0,189,0.2056,B (Minor Jitter) - slight geometric jitter,0.1864,0.2695,0.1161,0.6321,1.0,772.1982505110209,2.208932682988234,0.9514605990261771,6.399487588030752,6.422917966032401,11603748352,793.5456198739703
COSMOS3,0047.mp4,c4c538dc82f7b1da22b2ed248b24febb99ac2fa54fab3a5220e748dabc248f41,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.1125,B (Minor Jitter) - slight geometric jitter,0.0608,0.2146,0.0117,0.1414,1.0,complete,,direct,189,0,0.0,189,0.2144,B (Minor Jitter) - slight geometric jitter,0.295,0.2337,0.0145,0.3789,1.0,complete,,direct,189,0,0.0,189,0.1509,B (Minor Jitter) - slight geometric jitter,0.0353,0.3147,0.0545,0.5282,1.0,complete,,direct,189,0,0.0,189,0.3727,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.5455,0.3764,0.0195,0.9996,1.0,complete,,direct,189,0,0.0,189,0.1465,B (Minor Jitter) - slight geometric jitter,0.0482,0.2998,0.0367,0.9539,1.0,complete,,direct,189,0,0.0,189,0.3823,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4608,0.3393,0.3112,0.6229,1.0,729.0749287429499,2.3974957849713974,1.295119168004021,8.359229670022614,8.382396229018923,11603748352,753.049791139958
COSMOS3,0048.mp4,b700305373388ec81138f0046a18851c0390e94c060c24d9abc6279112eaaf79,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0725,A (Physical Realism) - physically consistent and tight,0.0168,0.1574,0.0143,0.1097,1.0,complete,,direct,189,0,0.0,189,0.1687,B (Minor Jitter) - slight geometric jitter,0.2493,0.166,0.0132,0.3398,1.0,complete,,direct,189,0,0.0,189,0.2659,B (Minor Jitter) - slight geometric jitter,0.4631,0.1977,0.0081,0.6771,1.0,complete,,direct,189,0,0.0,189,0.2627,B (Minor Jitter) - slight geometric jitter,0.4135,0.2299,0.0267,0.941,1.0,complete,,direct,189,0,0.0,189,0.1646,B (Minor Jitter) - slight geometric jitter,0.1203,0.2686,0.0451,0.9645,1.0,complete,,direct,189,0,0.0,189,0.5245,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.5554,0.2558,1.0,0.6361,1.0,779.9881031779805,2.3430093510542065,1.334040675952565,5.267420960997697,5.293566295003984,11603748352,803.7669067759998
COSMOS3,0049.mp4,0fe554d43e223f6ae44977fc708bea154bbc96ca781f08e4c0086e0e06d8b968,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.081,A (Physical Realism) - physically consistent and tight,0.0203,0.178,0.0083,0.0063,1.0,complete,,direct,189,0,0.0,189,0.3065,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4447,0.3178,0.0075,0.1758,1.0,complete,,interpolation_fallback,186,3,0.015873015873015872,189,1.0655,F (Geometric Failure) - geometric coherence breaks down,2.3216,0.3334,0.0175,0.3648,0.9841269841269841,complete,,direct,189,0,0.0,189,0.24,B (Minor Jitter) - slight geometric jitter,0.3096,0.2835,0.014,0.4098,1.0,complete,,direct,189,0,0.0,189,0.2961,B (Minor Jitter) - slight geometric jitter,0.4822,0.219,0.0781,0.75,1.0,complete,,direct,189,0,0.0,189,0.3269,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.2059,0.313,0.5966,0.3996,1.0,726.1056845780113,2.445735538029112,1.1517205730779096,3.811492313980125,3.831847842084244,11603748352,745.3005181410699
COSMOS3,0050.mp4,80f2ed79683ed7e16880682f79b267ddbe1cfaea1049553a379c41c433aecd62,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0894,A (Physical Realism) - physically consistent and tight,0.0158,0.1963,0.0226,0.1704,1.0,complete,,direct,189,0,0.0,189,0.208,B (Minor Jitter) - slight geometric jitter,0.31,0.1903,0.0394,0.4076,1.0,complete,,direct,189,0,0.0,189,0.1088,B (Minor Jitter) - slight geometric jitter,0.0611,0.1933,0.0353,0.5917,1.0,complete,,direct,189,0,0.0,189,0.2844,B (Minor Jitter) - slight geometric jitter,0.4659,0.2382,0.0134,0.6022,1.0,complete,,direct,189,0,0.0,189,0.2261,B (Minor Jitter) - slight geometric jitter,0.3156,0.2373,0.0247,0.6801,1.0,complete,,direct,189,0,0.0,189,0.4222,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.2523,0.3033,1.0,0.0,1.0,766.4204198630177,2.274764110101387,0.9741888399003074,6.4249901350121945,6.4494186020456254,11603748352,787.7393732339842
COSMOS3,0051.mp4,4a8b425f17a3729b7c698d4a941a7a0573d53c3ae55bef4325f30546c923257b,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0787,A (Physical Realism) - physically consistent and tight,0.0299,0.1622,0.0093,0.0694,1.0,complete,,direct,189,0,0.0,189,0.139,B (Minor Jitter) - slight geometric jitter,0.1376,0.1971,0.0256,0.3264,1.0,complete,,direct,189,0,0.0,189,0.13,B (Minor Jitter) - slight geometric jitter,0.0605,0.2492,0.0306,0.8401,1.0,complete,,direct,189,0,0.0,189,0.3215,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.5653,0.2317,0.0133,0.7973,1.0,complete,,direct,189,0,0.0,189,0.4017,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.7178,0.2838,0.0055,0.41,1.0,complete,,direct,189,0,0.0,189,0.44,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3595,0.2404,1.0,0.0,1.0,717.6293703749543,2.301875712000765,0.9276553150266409,3.7022839710116386,3.725683899014257,11603748352,736.1356331710704
COSMOS3,0052.mp4,15623e8ab8b513be67faba5d6c50242fcbe555d8c01501fd761d6c412cc81c23,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.1676,B (Minor Jitter) - slight geometric jitter,0.1901,0.2157,0.0265,0.1565,1.0,complete,,direct,189,0,0.0,189,0.2481,B (Minor Jitter) - slight geometric jitter,0.414,0.1935,0.0255,0.3659,1.0,complete,,direct,189,0,0.0,189,0.469,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.9451,0.2199,0.0151,0.4878,1.0,complete,,direct,189,0,0.0,189,0.2773,B (Minor Jitter) - slight geometric jitter,0.467,0.2169,0.0186,0.6096,1.0,complete,,direct,189,0,0.0,189,0.1955,B (Minor Jitter) - slight geometric jitter,0.2515,0.1971,0.0801,0.5708,1.0,complete,,direct,189,0,0.0,189,0.7471,F (Geometric Failure) - geometric coherence breaks down,0.988,0.3797,1.0,0.7291,1.0,755.5066334859002,2.173976792022586,0.9559001090237871,6.454535083961673,6.477401857031509,11603748352,776.8242266089655
COSMOS3,0053.mp4,75d830f391fe5fa7553376b8c7ce3c40db4ce076951c23ca7df353f282dad823,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0934,A (Physical Realism) - physically consistent and tight,0.0208,0.2066,0.0126,0.0106,1.0,complete,,direct,189,0,0.0,189,0.1944,B (Minor Jitter) - slight geometric jitter,0.2468,0.235,0.0084,0.1499,1.0,complete,,interpolation_fallback,175,14,0.07407407407407407,189,1.926,F (Geometric Failure) - geometric coherence breaks down,4.5112,0.2918,0.0238,0.9994,0.9259259259259259,complete,,direct,189,0,0.0,189,0.2322,B (Minor Jitter) - slight geometric jitter,0.2842,0.2825,0.0278,0.947,1.0,complete,,direct,189,0,0.0,189,0.1343,B (Minor Jitter) - slight geometric jitter,0.1229,0.198,0.0295,0.3703,1.0,complete,,direct,189,0,0.0,189,0.2688,B (Minor Jitter) - slight geometric jitter,0.3254,0.222,0.2494,0.4123,1.0,722.2571258340031,2.284702901961282,0.8204862879356369,3.8339534999104217,3.8566207209369168,11603748352,740.6289878999814
COSMOS3,0054.mp4,3d4734673859182907ef6575be895c190a4f6121efe8aff65c5dda55b3e0d7de,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.1049,B (Minor Jitter) - slight geometric jitter,0.1021,0.1535,0.0132,0.0948,1.0,complete,,direct,189,0,0.0,189,0.2523,B (Minor Jitter) - slight geometric jitter,0.3896,0.2346,0.0134,0.2704,1.0,complete,,direct,189,0,0.0,189,0.1689,B (Minor Jitter) - slight geometric jitter,0.1328,0.267,0.0446,0.4403,1.0,complete,,direct,189,0,0.0,189,0.1864,B (Minor Jitter) - slight geometric jitter,0.2387,0.2187,0.0172,0.5998,1.0,complete,,direct,189,0,0.0,189,0.1958,B (Minor Jitter) - slight geometric jitter,0.2543,0.208,0.0545,1.0,1.0,complete,,direct,189,0,0.0,189,0.4761,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3713,0.3189,1.0,0.6363,1.0,754.4862247570418,2.2709851259132847,0.9570072360802442,6.512308266013861,6.53417817002628,11603748352,775.7594111099606
COSMOS3,0055.mp4,69e32d7653d397abde1b60684d2592a764d2beb346733aef0dd3eba32cde6c17,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.157,B (Minor Jitter) - slight geometric jitter,0.1976,0.1873,0.0152,0.1181,1.0,complete,,direct,189,0,0.0,189,0.1927,B (Minor Jitter) - slight geometric jitter,0.2394,0.2376,0.0097,0.378,1.0,complete,,direct,189,0,0.0,189,0.3641,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.6931,0.2138,0.0067,0.9045,1.0,complete,,direct,189,0,0.0,189,0.2091,B (Minor Jitter) - slight geometric jitter,0.2808,0.2322,0.0197,0.9025,1.0,complete,,direct,189,0,0.0,189,0.1334,B (Minor Jitter) - slight geometric jitter,0.1285,0.1896,0.0307,0.8262,1.0,complete,,direct,189,0,0.0,189,0.4954,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4509,0.2877,1.0,0.6442,1.0,726.2346040169941,2.2176424550125375,0.9837600800674409,3.9050576320150867,3.9279025219148025,11603748352,744.9777046568925
COSMOS3,0056.mp4,65114e39bcb043ebaf0277128a95d50753eb419eb9b550b01eec13ed95d71424,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0858,A (Physical Realism) - physically consistent and tight,0.021,0.1893,0.0082,0.0015,1.0,complete,,direct,189,0,0.0,189,0.1541,B (Minor Jitter) - slight geometric jitter,0.1293,0.2521,0.0079,0.0867,1.0,complete,,direct,189,0,0.0,189,0.1344,B (Minor Jitter) - slight geometric jitter,0.0838,0.2355,0.0333,0.1473,1.0,complete,,direct,189,0,0.0,189,0.2076,B (Minor Jitter) - slight geometric jitter,0.2355,0.2744,0.018,0.9968,1.0,complete,,direct,189,0,0.0,189,0.1503,B (Minor Jitter) - slight geometric jitter,0.0754,0.2435,0.1139,0.9905,1.0,complete,,direct,189,0,0.0,189,0.6167,F (Geometric Failure) - geometric coherence breaks down,0.6965,0.3453,1.0,0.2721,1.0,762.1789727070136,2.5760847500059754,1.248396306997165,6.535402993904427,6.559975759824738,11603748352,784.0518897239817
COSMOS3,0057.mp4,dad0fb151c1c70b967fc91d82258fa29093928caca6c32f086fc6abee1e5a54d,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0779,A (Physical Realism) - physically consistent and tight,0.0135,0.1772,0.0081,0.0016,1.0,complete,,direct,189,0,0.0,189,0.3207,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.6013,0.1936,0.0138,0.2022,1.0,complete,,direct,189,0,0.0,189,0.1396,B (Minor Jitter) - slight geometric jitter,0.0986,0.2369,0.0268,0.4308,1.0,complete,,direct,189,0,0.0,189,0.2248,B (Minor Jitter) - slight geometric jitter,0.3139,0.243,0.0102,0.987,1.0,complete,,direct,189,0,0.0,189,0.4098,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.591,0.4304,0.0063,0.6321,1.0,complete,,direct,189,0,0.0,189,0.4347,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.5302,0.2342,0.6446,0.4717,1.0,735.5044315019622,2.364892330020666,1.0139749160734937,5.209682182059623,5.243843574076891,11603748352,755.8556344789686
COSMOS3,0058.mp4,15728da59045da518e6c21159359227f41e7e5fb5d9e0cc19172c9662f02db1f,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0834,A (Physical Realism) - physically consistent and tight,0.0301,0.1718,0.0134,0.0047,1.0,complete,,direct,189,0,0.0,189,0.1952,B (Minor Jitter) - slight geometric jitter,0.2197,0.2627,0.0113,0.1766,1.0,failed,only 34/189 frames have valid target depths; need at least 152,unavailable,34,0,0.0,189,,,,,,,,complete,,direct,189,0,0.0,189,0.2416,B (Minor Jitter) - slight geometric jitter,0.3115,0.2578,0.0691,0.6583,1.0,complete,,direct,189,0,0.0,189,0.1888,B (Minor Jitter) - slight geometric jitter,0.1741,0.2872,0.0214,0.3636,1.0,complete,,direct,189,0,0.0,189,0.2573,B (Minor Jitter) - slight geometric jitter,0.3857,0.2312,0.0527,0.9572,1.0,778.6235406349879,2.2574754379456863,0.9716454190202057,6.3455025180010125,6.367515822988935,11603748352,799.4785423190333
